ensembl_gene_id	mgi_symbol	gene_biotype	chromosome_name	start_position	end_position
ENSMUSG00000102106	2310043O21Rik	lncRNA	15	38549587	38595178
ENSMUSG00000050705	2310061I04Rik	protein_coding	17	36203569	36208323
ENSMUSG00000100084	2310068J16Rik	lncRNA	15	99870039	99871168
ENSMUSG00000100017	2410022M11Rik	lncRNA	14	57049446	57051356
ENSMUSG00000044387	2410080I02Rik	lncRNA	19	23112264	23113081
ENSMUSG00000064308	2410137M14Rik	protein_coding	17	37288593	37292129
ENSMUSG00000071632	2510002D24Rik	protein_coding	16	18655328	18658910
ENSMUSG00000043391	2510009E07Rik	protein_coding	16	21467795	21513415
ENSMUSG00000031242	2610002M06Rik	protein_coding	X	106826357	106859940
ENSMUSG00000101089	2610016A17Rik	lncRNA	19	25648498	25649617
ENSMUSG00000097537	2610020C07Rik	lncRNA	16	11021230	11064065
ENSMUSG00000097536	2610037D02Rik	lncRNA	15	96032700	96182376
ENSMUSG00000049916	2610318N02Rik	protein_coding	16	16931262	16943031
ENSMUSG00000096001	2610528A11Rik	protein_coding	14	36824097	36835979
ENSMUSG00000041789	2700046A07Rik	lncRNA	18	62884745	62889418
ENSMUSG00000097787	2700046G09Rik	lncRNA	19	32366616	32368590
ENSMUSG00000117042	2700054A10Rik	lncRNA	17	13702815	13889153
ENSMUSG00000024273	2700062C07Rik	protein_coding	18	24603907	24610855
ENSMUSG00000099966	2810402E24Rik	lncRNA	14	20691077	20694116
ENSMUSG00000086629	2810403D21Rik	lncRNA	X	107877406	108018512
ENSMUSG00000115410	2810457G06Rik	lncRNA	14	47121155	47122521
ENSMUSG00000084885	3010001F23Rik	lncRNA	X	151151569	151199694
ENSMUSG00000079737	3110001I22Rik	protein_coding	16	13489793	13496252
ENSMUSG00000097303	3110083C13Rik	lncRNA	14	58236780	58241154
ENSMUSG00000073590	3222401L13Rik	lncRNA	18	37788504	37794795
ENSMUSG00000096965	3300005D01Rik	lncRNA	17	5848932	5853515
ENSMUSG00000071540	3425401B19Rik	protein_coding	14	32381076	32407250
ENSMUSG00000031125	3830403N18Rik	protein_coding	X	55181932	55198858
ENSMUSG00000033111	3830406C13Rik	protein_coding	14	10166532	10185590
ENSMUSG00000097184	4632428C04Rik	lncRNA	16	29827485	29840248
ENSMUSG00000097350	4732491K20Rik	lncRNA	17	12537740	12546137
ENSMUSG00000097779	4833407H14Rik	lncRNA	19	53449053	53451154
ENSMUSG00000118132	4833408A19Rik	lncRNA	19	4049548	4050542
ENSMUSG00000085287	4833418N02Rik	lncRNA	17	87582314	87590242
ENSMUSG00000117401	4833419F23Rik	lncRNA	18	4353558	4368920
ENSMUSG00000118087	4833438C02Rik	lncRNA	19	46292030	46294050
ENSMUSG00000087354	4930404I05Rik	lncRNA	16	90808137	90813631
ENSMUSG00000043168	4930426D05Rik	lncRNA	18	21784505	21789162
ENSMUSG00000075042	4930431P03Rik	lncRNA	14	45192672	45198783
ENSMUSG00000059920	4930453N24Rik	protein_coding	16	64572114	64591524
ENSMUSG00000086938	4930481A15Rik	lncRNA	19	5456768	5472875
ENSMUSG00000044906	4930503L19Rik	protein_coding	18	70585283	70605580
ENSMUSG00000087478	4930506C21Rik	lncRNA	17	8512198	8529912
ENSMUSG00000096959	4930509G22Rik	lncRNA	16	10996040	11010156
ENSMUSG00000086607	4930511M06Rik	lncRNA	18	57506527	57685469
ENSMUSG00000115324	4930527F14Rik	lncRNA	14	45767815	45800390
ENSMUSG00000116607	4930534H18Rik	lncRNA	16	90731855	90732516
ENSMUSG00000096971	4930556M19Rik	lncRNA	15	10714922	10790209
ENSMUSG00000022518	4930562C15Rik	protein_coding	16	4653280	4685550
ENSMUSG00000097587	4930578M01Rik	lncRNA	15	98881229	98894327
ENSMUSG00000075463	4930594M22Rik	lncRNA	14	123150442	123174881
ENSMUSG00000022179	4931414P19Rik	protein_coding	14	54821120	54843450
ENSMUSG00000087396	4933407K13Rik	lncRNA	X	74750538	74808305
ENSMUSG00000116557	4933432I09Rik	lncRNA	16	18025686	18031727
ENSMUSG00000036046	5031439G07Rik	protein_coding	15	84828137	84872752
ENSMUSG00000114419	5430414B19Rik	lncRNA	14	6197925	6198674
ENSMUSG00000087174	5530601H04Rik	lncRNA	X	104080803	104123215
ENSMUSG00000087424	5730405O15Rik	lncRNA	X	12908254	12911536
ENSMUSG00000116506	5730414N17Rik	lncRNA	15	98770525	98771963
ENSMUSG00000115007	5830448L01Rik	lncRNA	14	34394422	34395720
ENSMUSG00000022195	6030458C11Rik	protein_coding	15	12808263	12824735
ENSMUSG00000097577	6230400D17Rik	lncRNA	14	20737304	20753096
ENSMUSG00000116733	6330408M09Rik	lncRNA	16	22946543	22947672
ENSMUSG00000117322	6330415G19Rik	lncRNA	17	23769773	23784265
ENSMUSG00000117768	8030456M14Rik	lncRNA	19	53379220	53380226
ENSMUSG00000047466	8030462N17Rik	protein_coding	18	77719193	77802186
ENSMUSG00000115970	8430426J06Rik	lncRNA	15	81126858	81197067
ENSMUSG00000117431	8430430B14Rik	lncRNA	17	84305983	84320837
ENSMUSG00000116953	9030025P20Rik	protein_coding	17	15198730	15211834
ENSMUSG00000116660	9030404E10Rik	lncRNA	16	29840660	29858297
ENSMUSG00000054951	9130008F23Rik	protein_coding	17	41186373	41191450
ENSMUSG00000101892	9130401M01Rik	protein_coding	15	57885655	57897721
ENSMUSG00000089874	9230117E06Rik	lncRNA	16	22330230	22336431
ENSMUSG00000091050	9330020H09Rik	lncRNA	15	98465205	98467464
ENSMUSG00000097781	9330136K24Rik	lncRNA	17	21748456	21756140
ENSMUSG00000115149	9330188P03Rik	lncRNA	14	105826910	105869488
ENSMUSG00000085982	9530051G07Rik	lncRNA	X	151820625	151855911
ENSMUSG00000097006	9530082P21Rik	lncRNA	17	23962208	23973039
ENSMUSG00000117916	9630028I04Rik	lncRNA	17	27454049	27467040
ENSMUSG00000096052	9930004E17Rik	lncRNA	14	26391165	26391662
ENSMUSG00000044551	9930012K11Rik	protein_coding	14	70391854	70396951
ENSMUSG00000097493	9930014A18Rik	lncRNA	15	60694120	60703642
ENSMUSG00000046138	9930021J03Rik	protein_coding	19	29691802	29783389
ENSMUSG00000097643	A130051J06Rik	lncRNA	15	95685737	95689523
ENSMUSG00000096960	A230028O05Rik	lncRNA	16	24878389	24887808
ENSMUSG00000086877	A230072C01Rik	lncRNA	X	20827923	20852976
ENSMUSG00000084771	A230072E10Rik	lncRNA	X	150074970	150127842
ENSMUSG00000097915	A330009N23Rik	lncRNA	15	101119076	101123067
ENSMUSG00000085615	A330035P11Rik	lncRNA	14	122340842	122344386
ENSMUSG00000086213	A330040F15Rik	lncRNA	19	12495279	12573930
ENSMUSG00000114210	A330084C13Rik	lncRNA	18	65017546	65021562
ENSMUSG00000090564	A430057M04Rik	lncRNA	14	21897646	21906999
ENSMUSG00000116220	A430088P11Rik	lncRNA	15	80575226	80581811
ENSMUSG00000067577	A430093F15Rik	lncRNA	19	10718311	10763407
ENSMUSG00000047878	A4galt	protein_coding	15	83110923	83135975
ENSMUSG00000043939	A530064D06Rik	protein_coding	17	48456296	48474443
ENSMUSG00000086124	A530076I17Rik	lncRNA	14	45898227	45905955
ENSMUSG00000117872	A530088E08Rik	lncRNA	17	32615752	32631900
ENSMUSG00000095493	A630023A22Rik	protein_coding	14	33773083	33824711
ENSMUSG00000116673	A630089N07Rik	protein_coding	16	97802510	97883650
ENSMUSG00000053588	A730061H03Rik	lncRNA	14	55796554	55797865
ENSMUSG00000094707	A830019P07Rik	lncRNA	19	35812617	35901978
ENSMUSG00000097413	A830052D11Rik	lncRNA	18	32492106	32511331
ENSMUSG00000087132	A930001C03Rik	lncRNA	19	4489031	4499001
ENSMUSG00000075330	A930003A15Rik	protein_coding	16	19695317	19703024
ENSMUSG00000084866	A930006K02Rik	lncRNA	16	91261913	91267016
ENSMUSG00000097855	A930007I19Rik	lncRNA	19	29442150	29500559
ENSMUSG00000097610	A930012L18Rik	lncRNA	18	44794732	44809338
ENSMUSG00000092368	A930015D03Rik	lncRNA	17	36305345	36349327
ENSMUSG00000097310	A930038B10Rik	lncRNA	14	34481359	34492510
ENSMUSG00000118084	AA388235	lncRNA	17	34200468	34201751
ENSMUSG00000036678	Aaas	protein_coding	15	102246687	102259206
ENSMUSG00000068522	Aard	protein_coding	15	51903503	51909118
ENSMUSG00000023938	Aars2	protein_coding	17	45817767	45831769
ENSMUSG00000057880	Abat	protein_coding	16	8331293	8439432
ENSMUSG00000035435	Abca17	protein_coding	17	24483233	24570042
ENSMUSG00000024130	Abca3	protein_coding	17	24570924	24629175
ENSMUSG00000031333	Abcb7	protein_coding	X	103324263	103457462
ENSMUSG00000023088	Abcc1	protein_coding	16	14179422	14293601
ENSMUSG00000032842	Abcc10	protein_coding	17	46614147	46639278
ENSMUSG00000032849	Abcc4	protein_coding	14	118720104	118943631
ENSMUSG00000022822	Abcc5	protein_coding	16	20150053	20245144
ENSMUSG00000031378	Abcd1	protein_coding	X	72760203	72782140
ENSMUSG00000055782	Abcd2	protein_coding	15	91030074	91076002
ENSMUSG00000038762	Abcf1	protein_coding	17	36267711	36280653
ENSMUSG00000003234	Abcf3	protein_coding	16	20367327	20380129
ENSMUSG00000024030	Abcg1	protein_coding	17	31276649	31336962
ENSMUSG00000033157	Abhd10	protein_coding	16	45550088	45563318
ENSMUSG00000007036	Abhd16a	protein_coding	17	35308239	35321963
ENSMUSG00000047368	Abhd17b	protein_coding	19	21630549	21663001
ENSMUSG00000002475	Abhd3	protein_coding	18	10642092	10706771
ENSMUSG00000040997	Abhd4	protein_coding	14	54491645	54508094
ENSMUSG00000035258	Abi3bp	protein_coding	16	56298241	56510498
ENSMUSG00000025085	Ablim1	protein_coding	19	57021165	57303351
ENSMUSG00000032735	Ablim3	protein_coding	18	61932463	62044895
ENSMUSG00000042895	Abra	protein_coding	15	41727472	41733116
ENSMUSG00000036880	Acaa2	protein_coding	18	74912268	74939279
ENSMUSG00000049076	Acap2	protein_coding	16	30911230	31020063
ENSMUSG00000023832	Acat2	protein_coding	17	13161777	13179634
ENSMUSG00000062480	Acat3	protein_coding	17	13142700	13159487
ENSMUSG00000015405	Ace2	protein_coding	X	162922328	162971416
ENSMUSG00000022185	Acin1	protein_coding	14	54879618	54924388
ENSMUSG00000022477	Aco2	protein_coding	15	81756510	81799334
ENSMUSG00000022126	Acod1	protein_coding	14	103284413	103294009
ENSMUSG00000047565	Acot10	protein_coding	15	20665300	20666836
ENSMUSG00000025287	Acot9	protein_coding	X	154045439	154080650
ENSMUSG00000022622	Acr	protein_coding	15	89452529	89458788
ENSMUSG00000031278	Acsl4	protein_coding	X	141100989	141173531
ENSMUSG00000024981	Acsl5	protein_coding	19	55240370	55286152
ENSMUSG00000035783	Acta2	protein_coding	19	34218490	34232990
ENSMUSG00000092519	Actl9	protein_coding	17	33651870	33653242
ENSMUSG00000006457	Actn3	protein_coding	19	4911244	4927937
ENSMUSG00000025228	Actr1a	protein_coding	19	46365250	46384187
ENSMUSG00000015971	Actr8	protein_coding	14	29700294	29728311
ENSMUSG00000000532	Acvr1b	protein_coding	15	101071948	101111565
ENSMUSG00000000530	Acvrl1	protein_coding	15	101026403	101043217
ENSMUSG00000024866	Acy3	protein_coding	19	4036570	4040007
ENSMUSG00000022039	Adam2	protein_coding	14	66264778	66315182
ENSMUSG00000014725	Adam28	protein_coding	14	68843476	68893291
ENSMUSG00000022057	Adamdec1	protein_coding	14	68800829	68819544
ENSMUSG00000022893	Adamts1	protein_coding	16	85590715	85600001
ENSMUSG00000024299	Adamts10	protein_coding	17	33743178	33772756
ENSMUSG00000047497	Adamts12	protein_coding	15	11064876	11349317
ENSMUSG00000053441	Adamts19	protein_coding	18	58969739	59187132
ENSMUSG00000022449	Adamts20	protein_coding	15	94168044	94363299
ENSMUSG00000022894	Adamts5	protein_coding	16	85653061	85698716
ENSMUSG00000022550	Adck5	protein_coding	15	76460558	76480016
ENSMUSG00000022220	Adcy4	protein_coding	14	56006514	56021552
ENSMUSG00000022840	Adcy5	protein_coding	16	34975247	35126108
ENSMUSG00000022994	Adcy6	protein_coding	15	98487854	98507957
ENSMUSG00000022376	Adcy8	protein_coding	15	64568933	64794145
ENSMUSG00000005580	Adcy9	protein_coding	16	4105393	4238362
ENSMUSG00000024256	Adcyap1	protein_coding	17	93506445	93513965
ENSMUSG00000025026	Add3	protein_coding	19	53128874	53235830
ENSMUSG00000004730	Adgre1	protein_coding	17	57665691	57790527
ENSMUSG00000032915	Adgre4	protein_coding	17	56056984	56160662
ENSMUSG00000056492	Adgrf5	protein_coding	17	43671342	43770448
ENSMUSG00000031298	Adgrg2	protein_coding	X	159173686	159281066
ENSMUSG00000022878	Adipoq	protein_coding	16	22965286	22976778
ENSMUSG00000039197	Adk	protein_coding	14	21102642	21498637
ENSMUSG00000054136	Adm2	protein_coding	15	89206923	89208934
ENSMUSG00000053950	Adnp2	protein_coding	18	80169526	80194697
ENSMUSG00000002844	Adprh	protein_coding	16	38264392	38273065
ENSMUSG00000045875	Adra1a	protein_coding	14	66872700	67008617
ENSMUSG00000033717	Adra2a	protein_coding	19	54032582	54037413
ENSMUSG00000035283	Adrb1	protein_coding	19	56710631	56721545
ENSMUSG00000045730	Adrb2	protein_coding	18	62310887	62313030
ENSMUSG00000022407	Adsl	protein_coding	15	80832691	80855147
ENSMUSG00000033032	Afap1l1	protein_coding	18	61863332	61919773
ENSMUSG00000025083	Afap1l2	protein_coding	19	56900793	56996660
ENSMUSG00000068036	Afdn	protein_coding	17	13980801	14126412
ENSMUSG00000024527	Afg3l2	protein_coding	18	67537834	67582242
ENSMUSG00000015452	Ager	protein_coding	17	34816836	34819910
ENSMUSG00000036698	Ago2	protein_coding	15	72967693	73056784
ENSMUSG00000034254	Agpat1	protein_coding	17	34823236	34832423
ENSMUSG00000023827	Agpat4	protein_coding	17	12337591	12438532
ENSMUSG00000069833	Ahnak	protein_coding	19	8966648	9054278
ENSMUSG00000022868	Ahsg	protein_coding	16	22710027	22718199
ENSMUSG00000062753	AI413582	protein_coding	17	27782547	27784730
ENSMUSG00000034382	AI661453	protein_coding	17	47747540	47781563
ENSMUSG00000047423	AI837181	protein_coding	19	5475172	5477341
ENSMUSG00000024397	Aif1	protein_coding	17	35389967	35395044
ENSMUSG00000036932	Aifm1	protein_coding	X	47563821	47602440
ENSMUSG00000022763	Aifm3	protein_coding	16	17307475	17325349
ENSMUSG00000024847	Aip	protein_coding	19	4164446	4175858
ENSMUSG00000078247	Airn	lncRNA	17	12960198	13079023
ENSMUSG00000022178	Ajuba	protein_coding	14	54804929	54815015
ENSMUSG00000024782	Ak3	protein_coding	19	28998233	29025361
ENSMUSG00000022016	Akap11	protein_coding	14	78729686	78774248
ENSMUSG00000036551	Akap14	protein_coding	X	36414351	36432495
ENSMUSG00000059708	Akap17b	protein_coding	X	35871967	35909048
ENSMUSG00000024045	Akap8	protein_coding	17	32522646	32540212
ENSMUSG00000002625	Akap8l	protein_coding	17	32540398	32569581
ENSMUSG00000025270	Alas2	protein_coding	X	149330371	149353634
ENSMUSG00000022636	Alcam	protein_coding	16	52069359	52274437
ENSMUSG00000025007	Aldh18a1	protein_coding	19	40538701	40576907
ENSMUSG00000053279	Aldh1a1	protein_coding	19	20470079	20620829
ENSMUSG00000024747	Aldh1a7	protein_coding	19	20670317	20704926
ENSMUSG00000024885	Aldh3b1	protein_coding	19	3963491	3979808
ENSMUSG00000075296	Aldh3b2	protein_coding	19	4022328	4031646
ENSMUSG00000053644	Aldh7a1	protein_coding	18	56642759	56706023
ENSMUSG00000039427	Alg1	protein_coding	16	5051485	5062776
ENSMUSG00000075470	Alg10b	protein_coding	15	90108514	90117674
ENSMUSG00000035845	Alg12	protein_coding	15	88689447	88703521
ENSMUSG00000041718	Alg13	protein_coding	X	143100800	143157446
ENSMUSG00000033809	Alg3	protein_coding	16	20424124	20430485
ENSMUSG00000002661	Alkbh7	protein_coding	17	57304339	57306322
ENSMUSG00000032845	Alpk2	protein_coding	18	65398600	65527137
ENSMUSG00000022244	Amacr	protein_coding	15	10981842	10996712
ENSMUSG00000036820	Amdhd2	protein_coding	17	24374807	24382740
ENSMUSG00000050332	Amer1	protein_coding	X	94463924	94488478
ENSMUSG00000021986	Amer2	protein_coding	14	60610708	60625646
ENSMUSG00000023047	Amhr2	protein_coding	15	102353802	102363068
ENSMUSG00000048218	Amigo2	protein_coding	15	97142006	97145168
ENSMUSG00000042225	Ammecr1	protein_coding	X	141634142	141749724
ENSMUSG00000041915	Ammecr1l	protein_coding	18	31892879	31915796
ENSMUSG00000041688	Amot	protein_coding	X	144229421	144288177
ENSMUSG00000072115	Ang	protein_coding	14	51328607	51339466
ENSMUSG00000022309	Angpt1	protein_coding	15	42288119	42540373
ENSMUSG00000002289	Angptl4	protein_coding	17	33992724	34000804
ENSMUSG00000022265	Ank	protein_coding	15	27466763	27594995
ENSMUSG00000024483	Ankhd1	protein_coding	18	36693040	36791966
ENSMUSG00000024803	Ankrd1	protein_coding	19	36089361	36097499
ENSMUSG00000034647	Ankrd12	protein_coding	17	66272693	66384084
ENSMUSG00000005986	Ankrd13d	protein_coding	19	4320208	4333165
ENSMUSG00000024774	Ankrd22	protein_coding	19	34098869	34143453
ENSMUSG00000014496	Ankrd28	protein_coding	14	31420725	31552608
ENSMUSG00000057766	Ankrd29	protein_coding	18	12385419	12438854
ENSMUSG00000022237	Ankrd33b	protein_coding	15	31291624	31367872
ENSMUSG00000048307	Ankrd46	protein_coding	15	36477814	36496966
ENSMUSG00000033055	Ankrd54	protein_coding	15	78937294	78947093
ENSMUSG00000096140	Ankrd66	protein_coding	17	43845079	43854530
ENSMUSG00000024219	Anks1	protein_coding	17	28128280	28281749
ENSMUSG00000022515	Anks3	protein_coding	16	4759300	4782069
ENSMUSG00000064210	Ano6	protein_coding	15	95688724	95872632
ENSMUSG00000024659	Anxa1	protein_coding	19	20350792	20368308
ENSMUSG00000021866	Anxa11	protein_coding	14	25842580	25887228
ENSMUSG00000055114	Anxa13	protein_coding	15	58204867	58261093
ENSMUSG00000021814	Anxa7	protein_coding	14	20505328	20530201
ENSMUSG00000021950	Anxa8	protein_coding	14	33807938	33822528
ENSMUSG00000040701	Ap1g2	protein_coding	14	55336032	55344050
ENSMUSG00000031367	Ap1s2	protein_coding	X	162692013	162716662
ENSMUSG00000022841	Ap2m1	protein_coding	16	20354228	20363659
ENSMUSG00000021824	Ap3m1	protein_coding	14	21081510	21102576
ENSMUSG00000024480	Ap3s1	protein_coding	18	46874943	46923893
ENSMUSG00000049562	Ap5b1	protein_coding	19	5618053	5621289
ENSMUSG00000036291	Ap5m1	protein_coding	14	49303554	49331691
ENSMUSG00000024897	Apba1	protein_coding	19	23736251	23926960
ENSMUSG00000117679	Apbb3	protein_coding	18	36804207	36812419
ENSMUSG00000005871	Apc	protein_coding	18	34353977	34455605
ENSMUSG00000071847	Apcdd1	protein_coding	18	63055302	63094250
ENSMUSG00000035960	Apex1	protein_coding	14	51162425	51164596
ENSMUSG00000025269	Apex2	protein_coding	X	149302515	149372864
ENSMUSG00000037010	Apln	protein_coding	X	47114023	47123730
ENSMUSG00000040694	Apobec2	protein_coding	17	48726259	48739958
ENSMUSG00000009585	Apobec3	protein_coding	15	79775860	79800107
ENSMUSG00000022548	Apod	protein_coding	16	31115010	31133626
ENSMUSG00000050014	Apol10b	protein_coding	15	77468019	77480325
ENSMUSG00000091694	Apol11b	protein_coding	15	77518146	77527486
ENSMUSG00000033576	Apol6	protein_coding	15	76928929	76941306
ENSMUSG00000010601	Apol7a	protein_coding	15	77272419	77283310
ENSMUSG00000068252	Apol7b	protein_coding	15	77306409	77331692
ENSMUSG00000044309	Apol7c	protein_coding	15	77409052	77417516
ENSMUSG00000057346	Apol9a	protein_coding	15	77287989	77295335
ENSMUSG00000068246	Apol9b	protein_coding	15	77613239	77620582
ENSMUSG00000024391	Apom	protein_coding	17	35347973	35351026
ENSMUSG00000079508	Apoo	protein_coding	X	93410723	93460699
ENSMUSG00000025525	Apool	protein_coding	X	111221031	111282452
ENSMUSG00000022892	App	protein_coding	16	84746573	84970654
ENSMUSG00000040760	Appl1	protein_coding	14	26640945	26693189
ENSMUSG00000023013	Aqp2	protein_coding	15	99476936	99482428
ENSMUSG00000024411	Aqp4	protein_coding	18	15522553	15544039
ENSMUSG00000044217	Aqp5	protein_coding	15	99488663	99492710
ENSMUSG00000046532	Ar	protein_coding	X	97192375	97366821
ENSMUSG00000001127	Araf	protein_coding	X	20664053	20726758
ENSMUSG00000024451	Arap3	protein_coding	18	38105681	38132022
ENSMUSG00000022602	Arc	protein_coding	15	74540932	74544419
ENSMUSG00000051853	Arf3	protein_coding	15	98634515	98661095
ENSMUSG00000021877	Arf4	protein_coding	14	26359229	26386239
ENSMUSG00000054277	Arfgap3	protein_coding	15	83183940	83234448
ENSMUSG00000041225	Arhgap12	protein_coding	18	6024427	6136098
ENSMUSG00000025154	Arhgap19	protein_coding	19	41755027	41790486
ENSMUSG00000063506	Arhgap22	protein_coding	14	32935983	33091891
ENSMUSG00000118193	Arhgap26	protein_coding	18	38809771	39243587
ENSMUSG00000036452	Arhgap26	protein_coding	18	39126198	39509337
ENSMUSG00000024043	Arhgap28	protein_coding	17	68149708	68311115
ENSMUSG00000022799	Arhgap31	protein_coding	16	38418702	38533636
ENSMUSG00000036198	Arhgap36	protein_coding	X	48552822	48589121
ENSMUSG00000033697	Arhgap39	protein_coding	15	76608185	76702370
ENSMUSG00000031389	Arhgap4	protein_coding	X	72935048	72965476
ENSMUSG00000031355	Arhgap6	protein_coding	X	167578095	168087431
ENSMUSG00000078954	Arhgap8	protein_coding	15	84604253	84656408
ENSMUSG00000073433	Arhgdig	protein_coding	17	26418157	26426760
ENSMUSG00000021895	Arhgef3	protein_coding	14	26836856	27125868
ENSMUSG00000054901	Arhgef33	protein_coding	17	80614836	80707510
ENSMUSG00000045094	Arhgef37	protein_coding	18	61624728	61669665
ENSMUSG00000004562	Arhgef40	protein_coding	14	52222176	52243708
ENSMUSG00000031133	Arhgef6	protein_coding	X	56276845	56384089
ENSMUSG00000025656	Arhgef9	protein_coding	X	94092541	94240462
ENSMUSG00000069729	Arid1b	protein_coding	17	5044607	5397931
ENSMUSG00000033237	Arid2	protein_coding	15	96185399	96302873
ENSMUSG00000043157	Arl11	protein_coding	14	61547202	61549385
ENSMUSG00000022911	Arl13b	protein_coding	16	62614048	62667403
ENSMUSG00000024944	Arl2	protein_coding	19	6184404	6191578
ENSMUSG00000025035	Arl3	protein_coding	19	46519535	46561637
ENSMUSG00000022722	Arl6	protein_coding	16	59433312	59459754
ENSMUSG00000033460	Armcx1	protein_coding	X	133618712	133622666
ENSMUSG00000033436	Armcx2	protein_coding	X	133704894	133709970
ENSMUSG00000049047	Armcx3	protein_coding	X	133657344	133662204
ENSMUSG00000049804	Armcx4	protein_coding	X	133587268	133597506
ENSMUSG00000072969	Armcx5	protein_coding	X	134643482	134648071
ENSMUSG00000050394	Armcx6	protein_coding	X	133649210	133652166
ENSMUSG00000039901	Armh3	protein_coding	19	45805803	45986927
ENSMUSG00000036242	Armh4	protein_coding	14	49913409	50020840
ENSMUSG00000022620	Arsa	protein_coding	15	89356679	89361628
ENSMUSG00000036412	Arsi	protein_coding	18	61044852	61051633
ENSMUSG00000118669	Arvcf	protein_coding	16	18166046	18225826
ENSMUSG00000048355	Arxes1	protein_coding	X	134934116	134935695
ENSMUSG00000048040	Arxes2	protein_coding	X	134894573	134896104
ENSMUSG00000003559	As3mt	protein_coding	19	46695897	46729538
ENSMUSG00000024887	Asah2	protein_coding	19	31959997	32085611
ENSMUSG00000022377	Asap1	protein_coding	15	63958706	64254768
ENSMUSG00000031382	Asb11	protein_coding	X	163219990	163242166
ENSMUSG00000021898	Asb14	protein_coding	14	26616514	26637215
ENSMUSG00000048175	Asb8	protein_coding	15	98032518	98063506
ENSMUSG00000024654	Asrgl1	protein_coding	19	9087232	9113000
ENSMUSG00000045215	Asxl3	protein_coding	18	22477303	22663284
ENSMUSG00000013662	Atad1	protein_coding	19	32649038	32717186
ENSMUSG00000022360	Atad2	protein_coding	15	57957440	57998478
ENSMUSG00000024426	Atat1	protein_coding	17	36208487	36220967
ENSMUSG00000023027	Atf1	protein_coding	15	100125700	100159125
ENSMUSG00000042406	Atf4	protein_coding	15	80139385	80141742
ENSMUSG00000015461	Atf6b	protein_coding	17	34866120	34874048
ENSMUSG00000099083	Atf7	protein_coding	15	102434381	102533899
ENSMUSG00000037204	Atg101	protein_coding	15	101182153	101188826
ENSMUSG00000032905	Atg12	protein_coding	18	46863211	46874647
ENSMUSG00000037526	Atg14	protein_coding	14	47778350	47808106
ENSMUSG00000024773	Atg2a	protein_coding	19	6291698	6312365
ENSMUSG00000022663	Atg3	protein_coding	16	44979148	45008901
ENSMUSG00000079418	Atg4a	protein_coding	X	139857656	139947266
ENSMUSG00000059811	Atl2	protein_coding	17	80155819	80203552
ENSMUSG00000024759	Atl3	protein_coding	19	7471405	7517039
ENSMUSG00000062949	Atp11c	protein_coding	X	59268650	59636304
ENSMUSG00000022533	Atp13a3	protein_coding	16	30131241	30224793
ENSMUSG00000038094	Atp13a4	protein_coding	16	29214671	29363682
ENSMUSG00000048939	Atp13a5	protein_coding	16	29050603	29197550
ENSMUSG00000025428	Atp5a1	protein_coding	18	77861429	77870569
ENSMUSG00000062683	Atp5g2	protein_coding	15	102571299	102580787
ENSMUSG00000022890	Atp5j	protein_coding	16	84624754	84632513
ENSMUSG00000071528	Atp5md	protein_coding	19	47071903	47079086
ENSMUSG00000116933	Atp5o	protein_coding	16	91481286	91723870
ENSMUSG00000022956	Atp5o	protein_coding	16	91722102	91728575
ENSMUSG00000019087	Atp6ap1	protein_coding	X	73340703	73348327
ENSMUSG00000031007	Atp6ap2	protein_coding	X	12454040	12483288
ENSMUSG00000024121	Atp6v0c	protein_coding	17	24382840	24388676
ENSMUSG00000015575	Atp6v0e	protein_coding	17	26882205	26918621
ENSMUSG00000052459	Atp6v1a	protein_coding	16	43905765	43960068
ENSMUSG00000022295	Atp6v1c1	protein_coding	15	38662177	38692690
ENSMUSG00000024403	Atp6v1g2	protein_coding	17	35452636	35457743
ENSMUSG00000033792	Atp7a	protein_coding	X	105070882	105168532
ENSMUSG00000021983	Atp8a2	protein_coding	14	59875989	60434628
ENSMUSG00000039529	Atp8b1	protein_coding	18	64662038	64794338
ENSMUSG00000024566	Atp9b	protein_coding	18	80777356	80977275
ENSMUSG00000039065	Atpsckmt	protein_coding	15	31601998	31621373
ENSMUSG00000054843	Atrnl1	protein_coding	19	57599466	58121775
ENSMUSG00000031229	Atrx	protein_coding	X	104841221	104973009
ENSMUSG00000016541	Atxn10	protein_coding	15	85220446	85347413
ENSMUSG00000021738	Atxn7	protein_coding	14	8362461	8508323
ENSMUSG00000051669	AU021092	protein_coding	16	5029687	5040163
ENSMUSG00000097209	AU022754	lncRNA	15	85464453	85477909
ENSMUSG00000115230	AU022793	lncRNA	15	39826045	39830420
ENSMUSG00000018821	Avpi1	protein_coding	19	42111712	42117498
ENSMUSG00000075010	AW112010	lncRNA	19	11024976	11033172
ENSMUSG00000041935	AW549877	protein_coding	15	4011517	4025226
ENSMUSG00000033632	AW554918	protein_coding	18	25302056	25600378
ENSMUSG00000015665	Awat1	protein_coding	X	99615857	99621811
ENSMUSG00000031220	Awat2	protein_coding	X	99445827	99486323
ENSMUSG00000024182	Axin1	protein_coding	17	26357662	26414785
ENSMUSG00000118642	AY036118	pseudogene	17	40158994	40159718
ENSMUSG00000037458	Azin1	protein_coding	15	38487671	38519510
ENSMUSG00000118057	B020010K11Rik	lncRNA	18	82354375	82379725
ENSMUSG00000093606	B130034C11Rik	lncRNA	16	87292887	87300921
