ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name
ENSG00000123091	RNF11	protein_coding	1
ENSG00000157450	RNF111	protein_coding	15
ENSG00000128482	RNF112	protein_coding	17
ENSG00000125352	RNF113A	protein_coding	X
ENSG00000139797	RNF113B	protein_coding	13
ENSG00000124226	RNF114	protein_coding	20
ENSG00000265491	RNF115	protein_coding	1
ENSG00000137522	RNF121	protein_coding	11
ENSG00000133874	RNF122	protein_coding	8
ENSG00000164068	RNF123	protein_coding	3
ENSG00000101695	RNF125	protein_coding	18
ENSG00000070423	RNF126	protein_coding	19
ENSG00000133135	RNF128	protein_coding	X
ENSG00000082996	RNF13	protein_coding	3
ENSG00000113269	RNF130	protein_coding	5
ENSG00000188050	RNF133	protein_coding	7
ENSG00000181481	RNF135	protein_coding	17
ENSG00000134758	RNF138	protein_coding	18
ENSG00000170881	RNF139	protein_coding	8
ENSG00000013561	RNF14	protein_coding	5
ENSG00000110315	RNF141	protein_coding	11
ENSG00000151692	RNF144A	protein_coding	2
ENSG00000137393	RNF144B	protein_coding	6
ENSG00000145860	RNF145	protein_coding	5
ENSG00000118518	RNF146	protein_coding	6
ENSG00000235631	RNF148	protein_coding	7
ENSG00000163162	RNF149	protein_coding	2
ENSG00000170153	RNF150	protein_coding	4
ENSG00000179580	RNF151	protein_coding	16
ENSG00000176641	RNF152	protein_coding	18
ENSG00000141576	RNF157	protein_coding	17
ENSG00000267128	RNF157-AS1	lncRNA	17
ENSG00000141622	RNF165	protein_coding	18
ENSG00000158717	RNF166	protein_coding	16
ENSG00000108523	RNF167	protein_coding	17
ENSG00000163961	RNF168	protein_coding	3
ENSG00000166439	RNF169	protein_coding	11
ENSG00000132972	RNF17	protein_coding	13
ENSG00000120925	RNF170	protein_coding	8
ENSG00000145428	RNF175	protein_coding	4
ENSG00000164197	RNF180	protein_coding	5
ENSG00000168894	RNF181	protein_coding	2
ENSG00000180537	RNF182	protein_coding	6
ENSG00000165188	RNF183	protein_coding	9
ENSG00000178828	RNF186	protein_coding	1
ENSG00000168159	RNF187	protein_coding	1
ENSG00000034677	RNF19A	protein_coding	8
ENSG00000116514	RNF19B	protein_coding	1
ENSG00000121481	RNF2	protein_coding	1
ENSG00000155827	RNF20	protein_coding	9
ENSG00000158286	RNF207	protein_coding	1
ENSG00000226944	RNF207-AS1	lncRNA	1
ENSG00000212864	RNF208	protein_coding	9
ENSG00000178222	RNF212	protein_coding	4
ENSG00000215277	RNF212B	protein_coding	14
ENSG00000173821	RNF213	protein_coding	17
ENSG00000263069	RNF213-AS1	lncRNA	17
ENSG00000167257	RNF214	protein_coding	11
ENSG00000011275	RNF216	protein_coding	7
ENSG00000146373	RNF217	protein_coding	6
ENSG00000236548	RNF217-AS1	lncRNA	6
ENSG00000187147	RNF220	protein_coding	1
ENSG00000189051	RNF222	protein_coding	17
ENSG00000237330	RNF223	protein_coding	1
ENSG00000233198	RNF224	protein_coding	9
ENSG00000269855	RNF225	protein_coding	19
ENSG00000179859	RNF227	protein_coding	17
ENSG00000101236	RNF24	protein_coding	20
ENSG00000163481	RNF25	protein_coding	2
ENSG00000173456	RNF26	protein_coding	11
ENSG00000092098	RNF31	protein_coding	14
ENSG00000105982	RNF32	protein_coding	7
ENSG00000224903	RNF32-AS1	lncRNA	7
ENSG00000170633	RNF34	protein_coding	12
ENSG00000137075	RNF38	protein_coding	9
ENSG00000063978	RNF4	protein_coding	4
ENSG00000103549	RNF40	protein_coding	16
ENSG00000181852	RNF41	protein_coding	12
ENSG00000108375	RNF43	protein_coding	17
ENSG00000146083	RNF44	protein_coding	5
ENSG00000127870	RNF6	protein_coding	13
ENSG00000114125	RNF7	protein_coding	3
ENSG00000112130	RNF8	protein_coding	6
ENSG00000189050	RNFT1	protein_coding	17
ENSG00000267302	RNFT1-DT	lncRNA	17
ENSG00000135119	RNFT2	protein_coding	12
ENSG00000111880	RNGTT	protein_coding	6
ENSG00000184719	RNLS	protein_coding	10
ENSG00000101654	RNMT	protein_coding	18
ENSG00000185946	RNPC3	protein_coding	1
ENSG00000176393	RNPEP	protein_coding	1
ENSG00000142327	RNPEPL1	protein_coding	2
ENSG00000205937	RNPS1	protein_coding	16
ENSG00000221571	RNU6ATAC35P	lncRNA	1
ENSG00000116747	RO60	protein_coding	1
ENSG00000169855	ROBO1	protein_coding	3
ENSG00000185008	ROBO2	protein_coding	3
ENSG00000154134	ROBO3	protein_coding	11
ENSG00000154133	ROBO4	protein_coding	11
ENSG00000067900	ROCK1	protein_coding	18
ENSG00000134318	ROCK2	protein_coding	2
ENSG00000228639	ROCR	lncRNA	17
ENSG00000067836	ROGDI	protein_coding	16
ENSG00000149489	ROM1	protein_coding	11
ENSG00000125995	ROMO1	protein_coding	20
ENSG00000065371	ROPN1	protein_coding	3
ENSG00000114547	ROPN1B	protein_coding	3
ENSG00000145491	ROPN1L	protein_coding	5
ENSG00000250600	ROPN1L-AS1	lncRNA	5
ENSG00000185483	ROR1	protein_coding	1
ENSG00000223949	ROR1-AS1	lncRNA	1
ENSG00000169071	ROR2	protein_coding	9
ENSG00000069667	RORA	protein_coding	15
ENSG00000245534	RORA-AS1	lncRNA	15
ENSG00000259482	RORA-AS2	lncRNA	15
ENSG00000198963	RORB	protein_coding	9
ENSG00000224825	RORB-AS1	lncRNA	9
ENSG00000143365	RORC	protein_coding	1
ENSG00000047936	ROS1	protein_coding	6
ENSG00000104237	RP1	protein_coding	8
ENSG00000183638	RP1L1	protein_coding	8
ENSG00000102218	RP2	protein_coding	X
ENSG00000164610	RP9	protein_coding	7
ENSG00000132383	RPA1	protein_coding	17
ENSG00000117748	RPA2	protein_coding	1
ENSG00000106399	RPA3	protein_coding	7
ENSG00000204086	RPA4	protein_coding	X
ENSG00000129197	RPAIN	protein_coding	17
ENSG00000103932	RPAP1	protein_coding	15
ENSG00000122484	RPAP2	protein_coding	1
ENSG00000005175	RPAP3	protein_coding	12
ENSG00000197713	RPE	protein_coding	2
ENSG00000116745	RPE65	protein_coding	1
ENSG00000235376	RPEL1	protein_coding	10
ENSG00000117133	RPF1	protein_coding	1
ENSG00000197498	RPF2	protein_coding	6
ENSG00000156313	RPGR	protein_coding	X
ENSG00000092200	RPGRIP1	protein_coding	14
ENSG00000103494	RPGRIP1L	protein_coding	16
ENSG00000089169	RPH3A	protein_coding	12
ENSG00000153574	RPIA	protein_coding	2
ENSG00000147403	RPL10	protein_coding	X
ENSG00000198755	RPL10A	protein_coding	6
ENSG00000165496	RPL10L	protein_coding	14
ENSG00000142676	RPL11	protein_coding	1
ENSG00000197958	RPL12	protein_coding	9
ENSG00000167526	RPL13	protein_coding	16
ENSG00000142541	RPL13A	protein_coding	19
ENSG00000188846	RPL14	protein_coding	3
ENSG00000174748	RPL15	protein_coding	3
ENSG00000265681	RPL17	protein_coding	18
ENSG00000215472	RPL17-C18orf32	protein_coding	18
ENSG00000063177	RPL18	protein_coding	19
ENSG00000105640	RPL18A	protein_coding	19
ENSG00000108298	RPL19	protein_coding	17
ENSG00000122026	RPL21	protein_coding	13
ENSG00000116251	RPL22	protein_coding	1
ENSG00000163584	RPL22L1	protein_coding	3
ENSG00000125691	RPL23	protein_coding	17
ENSG00000198242	RPL23A	protein_coding	17
ENSG00000114391	RPL24	protein_coding	3
ENSG00000161970	RPL26	protein_coding	17
ENSG00000037241	RPL26L1	protein_coding	5
ENSG00000131469	RPL27	protein_coding	17
ENSG00000166441	RPL27A	protein_coding	11
ENSG00000108107	RPL28	protein_coding	19
ENSG00000162244	RPL29	protein_coding	3
ENSG00000156482	RPL30	protein_coding	8
ENSG00000071082	RPL31	protein_coding	2
ENSG00000144713	RPL32	protein_coding	3
ENSG00000109475	RPL34	protein_coding	4
ENSG00000234492	RPL34-DT	lncRNA	4
ENSG00000136942	RPL35	protein_coding	9
ENSG00000182899	RPL35A	protein_coding	3
ENSG00000130255	RPL36	protein_coding	19
ENSG00000241343	RPL36A	protein_coding	X
ENSG00000257529	RPL36A-HNRNPH2	protein_coding	X
ENSG00000165502	RPL36AL	protein_coding	14
ENSG00000145592	RPL37	protein_coding	5
ENSG00000197756	RPL37A	protein_coding	2
ENSG00000172809	RPL38	protein_coding	17
ENSG00000198918	RPL39	protein_coding	X
ENSG00000163923	RPL39L	protein_coding	3
ENSG00000140986	RPL3L	protein_coding	16
ENSG00000174444	RPL4	protein_coding	15
ENSG00000229117	RPL41	protein_coding	12
ENSG00000122406	RPL5	protein_coding	1
ENSG00000089009	RPL6	protein_coding	12
ENSG00000147604	RPL7	protein_coding	8
ENSG00000148303	RPL7A	protein_coding	9
ENSG00000146223	RPL7L1	protein_coding	6
ENSG00000161016	RPL8	protein_coding	8
ENSG00000163682	RPL9	protein_coding	4
ENSG00000089157	RPLP0	protein_coding	12
ENSG00000137818	RPLP1	protein_coding	15
ENSG00000177600	RPLP2	protein_coding	11
ENSG00000163902	RPN1	protein_coding	3
ENSG00000118705	RPN2	protein_coding	20
ENSG00000163684	RPP14	protein_coding	3
ENSG00000178718	RPP25	protein_coding	15
ENSG00000164967	RPP25L	protein_coding	9
ENSG00000148688	RPP30	protein_coding	10
ENSG00000152464	RPP38	protein_coding	10
ENSG00000124787	RPP40	protein_coding	6
ENSG00000141425	RPRD1A	protein_coding	18
ENSG00000101413	RPRD1B	protein_coding	20
ENSG00000163125	RPRD2	protein_coding	1
ENSG00000177519	RPRM	protein_coding	2
ENSG00000179673	RPRML	protein_coding	17
ENSG00000124614	RPS10	protein_coding	6
ENSG00000270800	RPS10-NUDT3	protein_coding	6
ENSG00000142534	RPS11	protein_coding	19
ENSG00000112306	RPS12	protein_coding	6
ENSG00000110700	RPS13	protein_coding	11
ENSG00000164587	RPS14	protein_coding	5
ENSG00000115268	RPS15	protein_coding	19
ENSG00000134419	RPS15A	protein_coding	16
ENSG00000105193	RPS16	protein_coding	19
ENSG00000182774	RPS17	protein_coding	15
ENSG00000105372	RPS19	protein_coding	19
ENSG00000140988	RPS2	protein_coding	16
ENSG00000008988	RPS20	protein_coding	8
ENSG00000171858	RPS21	protein_coding	20
ENSG00000186468	RPS23	protein_coding	5
ENSG00000138326	RPS24	protein_coding	10
ENSG00000118181	RPS25	protein_coding	11
ENSG00000197728	RPS26	protein_coding	12
ENSG00000177954	RPS27	protein_coding	1
ENSG00000143947	RPS27A	protein_coding	2
ENSG00000231767	RPS27AP5	protein_coding	1
ENSG00000185088	RPS27L	protein_coding	15
ENSG00000233927	RPS28	protein_coding	19
ENSG00000213741	RPS29	protein_coding	14
ENSG00000149273	RPS3	protein_coding	11
ENSG00000145425	RPS3A	protein_coding	4
ENSG00000198034	RPS4X	protein_coding	X
ENSG00000129824	RPS4Y1	protein_coding	Y
ENSG00000280969	RPS4Y2	protein_coding	Y
ENSG00000083845	RPS5	protein_coding	19
ENSG00000137154	RPS6	protein_coding	9
ENSG00000117676	RPS6KA1	protein_coding	1
ENSG00000071242	RPS6KA2	protein_coding	6
ENSG00000231654	RPS6KA2-AS1	lncRNA	6
ENSG00000177189	RPS6KA3	protein_coding	X
ENSG00000162302	RPS6KA4	protein_coding	11
ENSG00000100784	RPS6KA5	protein_coding	14
ENSG00000072133	RPS6KA6	protein_coding	X
ENSG00000108443	RPS6KB1	protein_coding	17
ENSG00000175634	RPS6KB2	protein_coding	11
ENSG00000255949	RPS6KB2-AS1	lncRNA	11
ENSG00000136643	RPS6KC1	protein_coding	1
ENSG00000198208	RPS6KL1	protein_coding	14
ENSG00000171863	RPS7	protein_coding	2
ENSG00000142937	RPS8	protein_coding	1
ENSG00000168028	RPSA	protein_coding	3
ENSG00000215853	RPTN	protein_coding	1
ENSG00000141564	RPTOR	protein_coding	17
ENSG00000007376	RPUSD1	protein_coding	16
ENSG00000166133	RPUSD2	protein_coding	15
ENSG00000156990	RPUSD3	protein_coding	3
ENSG00000165526	RPUSD4	protein_coding	11
ENSG00000166592	RRAD	protein_coding	16
ENSG00000155876	RRAGA	protein_coding	9
ENSG00000083750	RRAGB	protein_coding	X
ENSG00000116954	RRAGC	protein_coding	1
ENSG00000025039	RRAGD	protein_coding	6
ENSG00000126458	RRAS	protein_coding	19
ENSG00000133818	RRAS2	protein_coding	11
ENSG00000125844	RRBP1	protein_coding	20
ENSG00000124782	RREB1	protein_coding	6
ENSG00000180245	RRH	protein_coding	4
ENSG00000167325	RRM1	protein_coding	11
ENSG00000255276	RRM1-AS1	lncRNA	11
ENSG00000171848	RRM2	protein_coding	2
ENSG00000048392	RRM2B	protein_coding	8
ENSG00000160214	RRP1	protein_coding	21
ENSG00000052749	RRP12	protein_coding	10
ENSG00000067533	RRP15	protein_coding	1
ENSG00000160208	RRP1B	protein_coding	21
ENSG00000124541	RRP36	protein_coding	6
ENSG00000132275	RRP8	protein_coding	11
ENSG00000114767	RRP9	protein_coding	3
ENSG00000179041	RRS1	protein_coding	8
ENSG00000102104	RS1	protein_coding	X
ENSG00000136444	RSAD1	protein_coding	17
ENSG00000134321	RSAD2	protein_coding	2
ENSG00000081019	RSBN1	protein_coding	1
ENSG00000187257	RSBN1L	protein_coding	7
ENSG00000215695	RSC1A1	protein_coding	1
ENSG00000048649	RSF1	protein_coding	11
ENSG00000167524	RSKR	protein_coding	17
ENSG00000171490	RSL1D1	protein_coding	16
ENSG00000137876	RSL24D1	protein_coding	15
ENSG00000160188	RSPH1	protein_coding	21
ENSG00000155026	RSPH10B	protein_coding	7
ENSG00000169402	RSPH10B2	protein_coding	7
ENSG00000130363	RSPH3	protein_coding	6
ENSG00000111834	RSPH4A	protein_coding	6
ENSG00000104941	RSPH6A	protein_coding	19
ENSG00000172426	RSPH9	protein_coding	6
ENSG00000169218	RSPO1	protein_coding	1
ENSG00000147655	RSPO2	protein_coding	8
ENSG00000146374	RSPO3	protein_coding	6
ENSG00000101282	RSPO4	protein_coding	20
ENSG00000159579	RSPRY1	protein_coding	16
ENSG00000174891	RSRC1	protein_coding	3
ENSG00000111011	RSRC2	protein_coding	12
ENSG00000117616	RSRP1	protein_coding	1
ENSG00000148484	RSU1	protein_coding	10
ENSG00000132026	RTBDN	protein_coding	19
ENSG00000137996	RTCA	protein_coding	1
ENSG00000224616	RTCA-AS1	lncRNA	1
ENSG00000258366	RTEL1	protein_coding	20
ENSG00000026036	RTEL1-TNFRSF6B	protein_coding	20
ENSG00000137815	RTF1	protein_coding	15
ENSG00000022277	RTF2	protein_coding	20
ENSG00000114993	RTKN	protein_coding	2
ENSG00000182010	RTKN2	protein_coding	10
ENSG00000254656	RTL1	protein_coding	14
ENSG00000179300	RTL3	protein_coding	X
ENSG00000187823	RTL4	protein_coding	X
ENSG00000242732	RTL5	protein_coding	X
ENSG00000203950	RTL8A	protein_coding	X
ENSG00000212747	RTL8B	protein_coding	X
ENSG00000134590	RTL8C	protein_coding	X
ENSG00000243978	RTL9	protein_coding	X
ENSG00000139970	RTN1	protein_coding	14
ENSG00000125744	RTN2	protein_coding	19
ENSG00000133318	RTN3	protein_coding	11
ENSG00000115310	RTN4	protein_coding	2
ENSG00000130347	RTN4IP1	protein_coding	6
ENSG00000185924	RTN4RL1	protein_coding	17
ENSG00000186907	RTN4RL2	protein_coding	11
ENSG00000175077	RTP1	protein_coding	3
ENSG00000198471	RTP2	protein_coding	3
ENSG00000163825	RTP3	protein_coding	3
ENSG00000136514	RTP4	protein_coding	3
ENSG00000188011	RTP5	protein_coding	2
ENSG00000087302	RTRAF	protein_coding	14
ENSG00000176225	RTTN	protein_coding	18
ENSG00000145016	RUBCN	protein_coding	3
ENSG00000102445	RUBCNL	protein_coding	13
ENSG00000176783	RUFY1	protein_coding	5
ENSG00000204130	RUFY2	protein_coding	10
ENSG00000018189	RUFY3	protein_coding	4
ENSG00000188282	RUFY4	protein_coding	2
ENSG00000198863	RUNDC1	protein_coding	17
ENSG00000108309	RUNDC3A	protein_coding	17
ENSG00000267750	RUNDC3A-AS1	lncRNA	17
ENSG00000105784	RUNDC3B	protein_coding	7
ENSG00000159216	RUNX1	protein_coding	21
ENSG00000079102	RUNX1T1	protein_coding	8
ENSG00000124813	RUNX2	protein_coding	6
ENSG00000261080	RUNX2-AS1	lncRNA	6
ENSG00000020633	RUNX3	protein_coding	1
ENSG00000229162	RUNX3-AS1	lncRNA	1
ENSG00000160753	RUSC1	protein_coding	1
ENSG00000225855	RUSC1-AS1	lncRNA	1
ENSG00000198853	RUSC2	protein_coding	9
ENSG00000140688	RUSF1	protein_coding	16
ENSG00000175792	RUVBL1	protein_coding	3
ENSG00000239608	RUVBL1-AS1	lncRNA	3
ENSG00000183207	RUVBL2	protein_coding	19
ENSG00000111832	RWDD1	protein_coding	6
ENSG00000013392	RWDD2A	protein_coding	6
ENSG00000156253	RWDD2B	protein_coding	21
ENSG00000122481	RWDD3	protein_coding	1
ENSG00000182552	RWDD4	protein_coding	4
ENSG00000171509	RXFP1	protein_coding	4
ENSG00000133105	RXFP2	protein_coding	13
ENSG00000182631	RXFP3	protein_coding	5
ENSG00000173080	RXFP4	protein_coding	1
ENSG00000186350	RXRA	protein_coding	9
ENSG00000143171	RXRG	protein_coding	1
ENSG00000118600	RXYLT1	protein_coding	12
ENSG00000255850	RXYLT1-AS1	lncRNA	12
ENSG00000163602	RYBP	protein_coding	3
ENSG00000163785	RYK	protein_coding	3
ENSG00000196218	RYR1	protein_coding	19
ENSG00000198626	RYR2	protein_coding	1
ENSG00000198838	RYR3	protein_coding	15
ENSG00000160678	S100A1	protein_coding	1
ENSG00000197747	S100A10	protein_coding	1
ENSG00000163191	S100A11	protein_coding	1
ENSG00000163221	S100A12	protein_coding	1
ENSG00000189171	S100A13	protein_coding	1
ENSG00000189334	S100A14	protein_coding	1
ENSG00000188643	S100A16	protein_coding	1
ENSG00000196754	S100A2	protein_coding	1
ENSG00000188015	S100A3	protein_coding	1
ENSG00000196154	S100A4	protein_coding	1
ENSG00000196420	S100A5	protein_coding	1
ENSG00000197956	S100A6	protein_coding	1
ENSG00000143556	S100A7	protein_coding	1
ENSG00000184330	S100A7A	protein_coding	1
ENSG00000197364	S100A7L2	protein_coding	1
ENSG00000143546	S100A8	protein_coding	1
ENSG00000163220	S100A9	protein_coding	1
ENSG00000160307	S100B	protein_coding	21
ENSG00000169906	S100G	protein_coding	X
ENSG00000163993	S100P	protein_coding	4
ENSG00000116497	S100PBP	protein_coding	1
ENSG00000171643	S100Z	protein_coding	5
ENSG00000170989	S1PR1	protein_coding	1
ENSG00000267534	S1PR2	protein_coding	19
ENSG00000213694	S1PR3	protein_coding	9
ENSG00000125910	S1PR4	protein_coding	19
ENSG00000180739	S1PR5	protein_coding	19
ENSG00000134339	SAA2	protein_coding	11
ENSG00000255071	SAA2-SAA4	protein_coding	11
ENSG00000148965	SAA4	protein_coding	11
ENSG00000166788	SAAL1	protein_coding	11
ENSG00000168061	SAC3D1	protein_coding	11
ENSG00000211456	SACM1L	protein_coding	3
ENSG00000151835	SACS	protein_coding	13
ENSG00000229558	SACS-AS1	lncRNA	13
ENSG00000142230	SAE1	protein_coding	19
ENSG00000160633	SAFB	protein_coding	19
ENSG00000130254	SAFB2	protein_coding	19
ENSG00000181433	SAGE1	protein_coding	X
ENSG00000103449	SALL1	protein_coding	16
ENSG00000165821	SALL2	protein_coding	14
ENSG00000256463	SALL3	protein_coding	18
ENSG00000101115	SALL4	protein_coding	20
ENSG00000258952	SALRNA1	lncRNA	14
ENSG00000280515	SALRNA2	lncRNA	15
ENSG00000281264	SALRNA3	lncRNA	15
ENSG00000141858	SAMD1	protein_coding	19
ENSG00000130590	SAMD10	protein_coding	20
ENSG00000187634	SAMD11	protein_coding	1
ENSG00000177570	SAMD12	protein_coding	8
ENSG00000281641	SAMD12-AS1	lncRNA	8
ENSG00000203943	SAMD13	protein_coding	1
ENSG00000167100	SAMD14	protein_coding	17
ENSG00000100583	SAMD15	protein_coding	14
ENSG00000164483	SAMD3	protein_coding	6
ENSG00000020577	SAMD4A	protein_coding	14
ENSG00000179134	SAMD4B	protein_coding	19
ENSG00000203727	SAMD5	protein_coding	6
ENSG00000187033	SAMD7	protein_coding	3
ENSG00000156671	SAMD8	protein_coding	10
ENSG00000205413	SAMD9	protein_coding	7
ENSG00000177409	SAMD9L	protein_coding	7
ENSG00000101347	SAMHD1	protein_coding	20
ENSG00000240405	SAMMSON	lncRNA	3
ENSG00000155307	SAMSN1	protein_coding	21
ENSG00000223662	SAMSN1-AS1	lncRNA	21
ENSG00000136715	SAP130	protein_coding	2
ENSG00000150459	SAP18	protein_coding	13
ENSG00000205307	SAP25	protein_coding	7
ENSG00000164105	SAP30	protein_coding	4
ENSG00000272870	SAP30-DT	lncRNA	4
ENSG00000161526	SAP30BP	protein_coding	17
ENSG00000164576	SAP30L	protein_coding	5
ENSG00000245275	SAP30L-AS1	lncRNA	5
ENSG00000186193	SAPCD2	protein_coding	9
ENSG00000079332	SAR1A	protein_coding	10
ENSG00000152700	SAR1B	protein_coding	5
ENSG00000133872	SARAF	protein_coding	8
ENSG00000123453	SARDH	protein_coding	9
ENSG00000004139	SARM1	protein_coding	17
ENSG00000205323	SARNP	protein_coding	12
ENSG00000031698	SARS1	protein_coding	1
ENSG00000175467	SART1	protein_coding	11
ENSG00000075856	SART3	protein_coding	12
ENSG00000111961	SASH1	protein_coding	6
ENSG00000122122	SASH3	protein_coding	X
ENSG00000156876	SASS6	protein_coding	1
ENSG00000130066	SAT1	protein_coding	X
ENSG00000141504	SAT2	protein_coding	17
ENSG00000182568	SATB1	protein_coding	3
ENSG00000119042	SATB2	protein_coding	2
ENSG00000225953	SATB2-AS1	lncRNA	2
ENSG00000184788	SATL1	protein_coding	X
ENSG00000151748	SAV1	protein_coding	14
ENSG00000155875	SAXO1	protein_coding	9
ENSG00000188659	SAXO2	protein_coding	15
ENSG00000112167	SAYSD1	protein_coding	6
ENSG00000126524	SBDS	protein_coding	7
ENSG00000133812	SBF2	protein_coding	11
ENSG00000246273	SBF2-AS1	lncRNA	11
ENSG00000188322	SBK1	protein_coding	16
ENSG00000187550	SBK2	protein_coding	19
ENSG00000231274	SBK3	protein_coding	19
ENSG00000139697	SBNO1	protein_coding	12
ENSG00000256092	SBNO1-AS1	lncRNA	12
ENSG00000064932	SBNO2	protein_coding	19
ENSG00000189001	SBSN	protein_coding	19
ENSG00000164764	SBSPON	protein_coding	8
ENSG00000109929	SC5D	protein_coding	11
ENSG00000280620	SCAANT1	lncRNA	3
ENSG00000126461	SCAF1	protein_coding	19
ENSG00000139218	SCAF11	protein_coding	12
ENSG00000156304	SCAF4	protein_coding	21
ENSG00000213079	SCAF8	protein_coding	6
ENSG00000173611	SCAI	protein_coding	9
ENSG00000085365	SCAMP1	protein_coding	5
ENSG00000245556	SCAMP1-AS1	lncRNA	5
ENSG00000140497	SCAMP2	protein_coding	15
ENSG00000227500	SCAMP4	protein_coding	19
ENSG00000198794	SCAMP5	protein_coding	15
ENSG00000171222	SCAND1	protein_coding	20
ENSG00000114650	SCAP	protein_coding	3
ENSG00000140386	SCAPER	protein_coding	15
ENSG00000168077	SCARA3	protein_coding	8
ENSG00000168079	SCARA5	protein_coding	8
ENSG00000073060	SCARB1	protein_coding	12
ENSG00000138760	SCARB2	protein_coding	4
ENSG00000074660	SCARF1	protein_coding	17
ENSG00000254911	SCARNA9	lncRNA	11
ENSG00000214279	SCART1	protein_coding	10
ENSG00000267123	SCAT1	lncRNA	17
ENSG00000257596	SCAT2	lncRNA	12
ENSG00000236345	SCAT8	lncRNA	6
ENSG00000143653	SCCPDH	protein_coding	1
ENSG00000099194	SCD	protein_coding	10
ENSG00000145284	SCD5	protein_coding	4
ENSG00000136155	SCEL	protein_coding	13
ENSG00000224347	SCEL-AS1	lncRNA	13
ENSG00000092108	SCFD1	protein_coding	14
ENSG00000184178	SCFD2	protein_coding	4
ENSG00000171951	SCG2	protein_coding	2
ENSG00000104112	SCG3	protein_coding	15
ENSG00000241818	SCG5-AS1	lncRNA	15
ENSG00000149021	SCGB1A1	protein_coding	11
ENSG00000268751	SCGB1B2P	lncRNA	19
ENSG00000188076	SCGB1C1	protein_coding	11
ENSG00000268320	SCGB1C2	protein_coding	17
ENSG00000168515	SCGB1D1	protein_coding	11
ENSG00000124935	SCGB1D2	protein_coding	11
ENSG00000197745	SCGB1D4	protein_coding	11
ENSG00000124939	SCGB2A1	protein_coding	11
ENSG00000110484	SCGB2A2	protein_coding	11
ENSG00000205209	SCGB2B2	protein_coding	19
ENSG00000161055	SCGB3A1	protein_coding	5
ENSG00000164265	SCGB3A2	protein_coding	5
ENSG00000079689	SCGN	protein_coding	6
ENSG00000151967	SCHIP1	protein_coding	3
ENSG00000281131	SCHLAP1	lncRNA	2
ENSG00000161929	SCIMP	protein_coding	17
ENSG00000006747	SCIN	protein_coding	7
ENSG00000151466	SCLT1	protein_coding	4
ENSG00000132330	SCLY	protein_coding	2
ENSG00000010803	SCMH1	protein_coding	1
ENSG00000047634	SCML1	protein_coding	X
ENSG00000102098	SCML2	protein_coding	X
ENSG00000146285	SCML4	protein_coding	6
ENSG00000185313	SCN10A	protein_coding	3
ENSG00000168356	SCN11A	protein_coding	3
ENSG00000144285	SCN1A	protein_coding	2
ENSG00000236107	SCN1A-AS1	lncRNA	2
ENSG00000105711	SCN1B	protein_coding	19
ENSG00000136531	SCN2A	protein_coding	2
ENSG00000149575	SCN2B	protein_coding	11
ENSG00000153253	SCN3A	protein_coding	2
ENSG00000166257	SCN3B	protein_coding	11
ENSG00000007314	SCN4A	protein_coding	17
ENSG00000177098	SCN4B	protein_coding	11
ENSG00000183873	SCN5A	protein_coding	3
ENSG00000136546	SCN7A	protein_coding	2
ENSG00000196876	SCN8A	protein_coding	12
ENSG00000169432	SCN9A	protein_coding	2
ENSG00000163156	SCNM1	protein_coding	1
ENSG00000111319	SCNN1A	protein_coding	12
ENSG00000168447	SCNN1B	protein_coding	16
ENSG00000162572	SCNN1D	protein_coding	1
ENSG00000166828	SCNN1G	protein_coding	16
ENSG00000133028	SCO1	protein_coding	17
ENSG00000153130	SCOC	protein_coding	4
ENSG00000196951	SCOC-AS1	lncRNA	4
ENSG00000116171	SCP2	protein_coding	1
ENSG00000132631	SCP2D1	protein_coding	20
ENSG00000121064	SCPEP1	protein_coding	17
ENSG00000164106	SCRG1	protein_coding	4
ENSG00000136193	SCRN1	protein_coding	7
ENSG00000141295	SCRN2	protein_coding	17
ENSG00000144306	SCRN3	protein_coding	2
ENSG00000215397	SCRT2	protein_coding	20
ENSG00000080293	SCTR	protein_coding	2
ENSG00000231013	SCTR-AS1	lncRNA	2
ENSG00000175356	SCUBE2	protein_coding	11
ENSG00000146197	SCUBE3	protein_coding	6
ENSG00000260428	SCX	protein_coding	8
ENSG00000284629	SCYGR1	protein_coding	2
ENSG00000284622	SCYGR10	polymorphic_pseudogene	2
ENSG00000284643	SCYGR2	protein_coding	2
ENSG00000284704	SCYGR3	protein_coding	2
ENSG00000284631	SCYGR4	protein_coding	2
ENSG00000284667	SCYGR5	protein_coding	2
ENSG00000284725	SCYGR6	protein_coding	2
ENSG00000284718	SCYGR7	protein_coding	2
ENSG00000284635	SCYGR8	protein_coding	2
ENSG00000142186	SCYL1	protein_coding	11
ENSG00000136021	SCYL2	protein_coding	12
ENSG00000000457	SCYL3	protein_coding	1
ENSG00000198301	SDAD1	protein_coding	4
ENSG00000245928	SDAD1-AS1	lncRNA	4
ENSG00000115884	SDC1	protein_coding	2
ENSG00000169439	SDC2	protein_coding	8
ENSG00000162512	SDC3	protein_coding	1
ENSG00000124145	SDC4	protein_coding	20
ENSG00000137575	SDCBP	protein_coding	8
ENSG00000125775	SDCBP2	protein_coding	20
ENSG00000234684	SDCBP2-AS1	lncRNA	20
ENSG00000054282	SDCCAG8	protein_coding	1
ENSG00000143751	SDE2	protein_coding	1
